Oryza_sativa	DRR160520	500
Musa_acuminata	SRR25581090	200
Solanum_lycopersicum	DRR040154	183
Helianthus_annuus	SRR8888860	300
Sesamum_indicum	DRR806862	300
Beta_vulgaris	SRR29552944	300
Vitis_vinifera	ERR15002908	151
Glycine_max	SRR11929797	299
Gossypium_hirsutum	NA	0
Citrus_sinensis	SRR33854505	302
DONE
